date,tavg,tmin,tmax,prcp,wdir,wspd,pres
2024-02-21,29.2,24.0,36.0,0.0,6,25.7,1014.0
2024-02-22,26.7,20.0,34.0,0.0,58,12.0,1012.6
2024-02-23,24.3,16.0,30.0,0.0,128,9.3,1011.3
2024-02-24,25.9,19.0,34.0,0.0,67,7.8,1013.1
2024-02-25,27.6,23.0,34.0,0.0,46,12.4,1013.9
2024-02-26,27.0,20.0,34.0,0.0,62,10.5,1013.6
2024-02-27,28.4,24.0,35.0,0.0,6,12.8,1011.1
2024-02-28,27.2,21.0,32.0,0.0,97,8.6,1011.2
2024-02-29,26.5,19.0,32.0,0.0,115,9.1,1012.3
2024-03-01,27.0,21.0,32.0,0.0,144,8.5,1013.1
2024-03-02,27.1,21.0,32.0,0.8,167,8.9,1013.4
2024-03-03,27.8,23.0,33.0,1.0,233,9.9,1012.4
2024-03-04,27.6,24.0,33.0,0.0,140,8.5,1011.0
2024-03-05,26.6,20.0,33.0,0.0,152,8.8,1010.1
2024-03-06,26.6,20.0,33.0,0.0,189,9.6,1009.7
2024-03-07,27.6,23.0,33.0,0.0,189,7.5,1010.1
2024-03-08,26.9,21.0,33.0,0.0,224,9.1,1010.9
2024-03-09,26.4,20.0,33.0,0.0,186,8.4,1010.9
2024-03-10,26.7,21.0,33.0,0.0,157,7.9,1010.8
2024-03-11,28.9,22.0,36.0,0.0,103,8.4,1011.4
2024-03-12,30.2,25.0,37.0,0.0,68,12.0,1011.3
2024-03-13,27.5,21.0,33.0,0.0,160,8.1,1010.3
2024-03-14,28.0,21.0,34.0,0.0,111,8.2,1009.5
2024-03-15,28.2,22.0,34.0,0.0,135,8.3,1009.0
2024-03-16,28.7,23.0,33.0,0.0,175,9.4,1008.6
2024-03-17,29.2,25.0,34.0,0.4,202,8.4,1007.7
2024-03-18,29.4,24.0,34.0,1.2,172,9.8,1008.5
2024-03-19,29.5,24.0,35.0,0.0,162,8.3,1009.5
2024-03-20,29.9,25.0,35.0,0.1,121,8.9,1010.9
2024-03-21,29.4,25.0,34.0,0.0,158,8.5,1011.1
2024-03-22,28.4,24.0,33.0,0.3,177,8.4,1010.3
2024-03-23,29.1,25.0,34.0,0.0,189,9.8,1010.3
2024-03-24,29.4,25.0,34.0,2.1,192,8.5,1009.0
2024-03-25,29.5,25.0,34.0,0.0,259,10.6,1009.8
2024-03-26,29.0,23.0,35.0,0.0,219,10.9,1010.3
2024-03-27,26.9,21.0,32.0,0.0,192,10.0,1010.7
2024-03-28,27.6,22.0,32.0,0.7,230,10.1,1011.8
2024-03-29,30.6,26.0,36.0,0.0,41,11.1,1011.0
2024-03-30,29.5,24.0,36.0,0.0,124,9.5,1011.5
2024-03-31,28.7,23.0,33.0,0.0,169,8.3,1011.5
2024-04-01,28.8,25.0,33.0,0.4,177,9.3,1012.5
2024-04-02,29.0,24.0,34.0,0.6,184,10.4,1011.3
2024-04-03,29.0,25.0,34.0,0.1,238,13.9,1010.0
2024-04-04,29.0,25.0,34.0,2.7,247,9.6,1010.2
2024-04-05,29.4,26.0,35.0,0.3,104,9.5,1011.3
2024-04-06,29.9,25.0,36.0,0.0,148,9.5,1010.9
2024-04-07,29.8,24.0,35.0,0.3,203,10.1,1009.5
2024-04-08,29.5,24.0,35.0,1.4,162,8.4,1009.5
2024-04-09,29.1,24.0,34.0,0.0,150,8.6,1009.3
2024-04-10,27.2,25.0,31.0,2.0,135,5.7,1009.5
2024-04-11,28.2,23.0,35.0,0.6,124,9.1,1009.9
2024-04-12,30.8,24.0,38.0,0.0,29,13.5,1010.8
2024-04-13,32.0,28.0,39.0,0.0,28,20.1,1011.6
2024-04-14,31.1,26.0,37.0,0.0,48,14.3,1009.6
2024-04-15,30.5,26.0,37.0,0.0,82,10.6,1009.0
2024-04-16,29.7,25.0,34.0,0.9,146,8.1,1009.6
2024-04-17,29.4,24.0,34.0,1.7,198,10.3,1006.0
2024-04-18,29.9,27.0,34.0,6.4,172,9.9,1010.5
2024-04-19,27.5,25.0,32.0,4.6,60,5.4,1011.0
2024-04-20,28.3,26.0,33.0,1.7,272,8.1,1011.5
2024-04-21,28.4,26.0,32.0,14.6,120,6.3,1011.1
2024-04-22,28.3,24.0,33.0,5.9,92,10.1,1010.1
2024-04-23,28.2,24.0,33.0,4.3,122,7.5,1011.1
2024-04-24,29.6,25.0,34.0,2.2,133,7.9,1011.1
2024-04-25,30.2,27.0,36.0,6.7,21,13.3,1010.3
2024-04-26,29.0,25.0,34.0,1.5,141,8.5,1009.8
2024-04-27,29.3,25.0,33.0,2.2,229,10.8,1010.1
2024-04-28,28.1,25.0,32.0,1.3,87,5.9,1010.2
2024-04-29,28.7,26.0,32.0,2.0,125,7.0,1010.2
2024-04-30,28.6,24.0,33.0,2.8,163,7.1,1009.2
2024-05-01,29.2,26.0,33.0,7.3,222,8.1,1008.3
2024-05-02,29.3,26.0,33.0,3.3,236,8.7,1007.8
2024-05-03,29.6,26.0,33.0,1.0,224,11.5,1007.3
2024-05-04,29.9,26.0,35.0,6.4,217,8.6,1007.8
2024-05-05,29.1,26.0,33.0,4.4,129,7.1,1009.1
2024-05-06,29.0,25.0,33.0,0.7,163,6.9,1009.4
2024-05-07,29.7,26.0,34.0,0.6,197,6.4,1008.2
2024-05-08,29.9,26.0,34.0,2.0,208,7.0,1008.3
2024-05-09,28.5,25.0,33.0,4.1,146,6.5,1009.1
2024-05-10,28.5,24.0,33.0,1.8,135,7.3,1009.0
2024-05-11,28.9,25.0,33.0,1.7,161,6.8,1009.0
2024-05-12,29.7,26.0,34.0,0.2,202,8.3,1008.7
2024-05-13,27.7,26.0,30.0,7.2,107,6.4,1009.7
2024-05-14,28.9,24.0,34.0,0.0,138,7.1,1008.9
2024-05-15,29.1,24.0,34.0,1.0,130,6.7,1009.5
2024-05-16,28.8,26.0,34.0,4.0,114,6.8,1009.8
2024-05-17,27.5,24.0,32.0,13.5,125,6.8,1010.4
2024-05-18,28.8,25.0,33.0,2.8,135,7.4,1010.6
2024-05-19,29.4,25.0,34.0,1.2,171,6.9,1009.6
2024-05-20,29.0,24.0,34.0,7.4,270,8.6,1008.2
2024-05-21,28.3,24.0,33.0,2.8,189,6.3,1008.5
2024-05-22,29.1,26.0,33.0,12.7,121,7.4,1010.0
2024-05-23,28.9,24.0,32.0,5.2,194,9.3,1010.8
2024-05-24,28.3,24.0,33.0,1.3,126,6.2,1010.7
2024-05-25,28.7,25.0,33.0,2.0,120,5.3,1010.2
2024-05-26,29.5,26.0,33.0,3.2,140,6.2,1010.7
2024-05-27,29.5,25.0,34.0,2.6,132,7.0,1011.2
2024-05-28,28.3,24.0,33.0,18.7,95,8.6,1011.6
2024-05-29,28.0,24.0,33.0,22.3,116,8.2,1011.8
2024-05-30,28.8,24.0,35.0,1.1,73,7.0,1010.6
2024-05-31,29.1,26.0,33.0,21.9,97,5.9,1009.9
2024-06-01,28.7,25.0,32.0,27.6,134,6.2,1009.4
2024-06-02,29.1,25.0,33.0,22.8,186,8.5,1009.8
2024-06-03,29.0,25.0,34.0,25.1,21,8.8,1009.3
2024-06-04,27.6,25.0,30.0,5.4,221,7.3,1009.4
2024-06-05,27.1,24.0,32.0,6.2,160,7.4,1009.3
2024-06-06,27.4,24.0,31.0,6.2,95,6.6,1009.6
2024-06-07,27.7,25.0,31.0,9.9,102,6.6,1006.3
2024-06-08,27.3,25.0,32.0,19.6,76,5.6,1011.8
2024-06-09,28.0,25.0,32.0,16.9,186,7.0,1010.9
2024-06-10,27.5,25.0,30.0,12.7,127,7.0,1008.6
2024-06-11,27.9,25.0,32.0,13.1,103,6.8,1009.1
2024-06-12,27.0,25.0,30.0,13.6,105,6.3,1011.0
2024-06-13,27.6,25.0,31.0,2.5,277,10.3,1011.0
2024-06-14,27.8,24.0,32.0,13.3,274,14.6,1009.1
2024-06-15,26.0,25.0,28.0,19.3,71,6.9,1007.8
2024-06-16,25.0,24.0,26.0,72.4,118,8.2,1008.0
2024-06-17,25.9,24.0,28.0,69.2,229,11.7,1008.7
2024-06-18,25.2,24.0,28.0,36.0,244,4.8,1009.0
2024-06-19,25.0,24.0,27.0,129.2,98,7.0,1008.6
2024-06-20,24.0,23.0,25.0,114.2,74,8.0,1009.1
2024-06-21,24.7,23.0,27.0,33.6,66,6.3,1011.1
2024-06-22,26.8,23.0,31.0,0.0,351,7.9,1011.5
2024-06-23,27.2,24.0,30.0,6.5,315,5.4,1010.7
2024-06-24,27.2,23.0,32.0,4.7,101,6.0,1010.8
2024-06-25,27.8,23.0,33.0,18.9,102,8.3,1012.0
2024-06-26,27.0,23.0,31.0,4.5,17,7.3,1011.3
2024-06-27,27.2,23.0,31.0,19.5,287,7.7,1009.9
2024-06-28,26.3,24.0,31.0,45.5,44,6.5,1009.9
2024-06-29,25.8,24.0,29.0,24.4,73,7.2,1011.6
2024-06-30,27.4,24.0,31.0,1.7,104,6.4,1011.7
2024-07-01,28.0,25.0,32.0,0.2,359,6.1,1010.5
2024-07-02,27.6,22.0,33.0,16.3,29,9.8,1010.5
2024-07-03,27.4,23.0,33.0,3.3,33,6.6,1011.0
2024-07-04,27.7,23.0,32.0,0.0,312,9.8,1008.8
2024-07-05,26.9,24.0,31.0,13.8,68,6.3,1009.2
2024-07-06,27.0,24.0,31.0,23.7,31,7.4,1011.0
2024-07-07,26.9,23.0,31.0,26.3,89,7.8,1010.2
2024-07-08,27.4,23.0,32.0,5.5,96,6.0,1010.3
2024-07-09,27.0,24.0,32.0,8.0,74,7.1,1010.0
2024-07-10,27.2,23.0,32.0,2.4,339,9.9,1011.4
2024-07-11,28.2,23.0,33.0,0.5,41,7.5,1010.5
2024-07-12,28.9,25.0,35.0,1.6,75,7.6,1011.9
2024-07-13,29.1,24.0,35.0,3.8,67,6.8,1012.3
2024-07-14,29.6,26.0,34.0,0.0,80,7.6,1011.2
2024-07-15,28.4,25.0,33.0,0.0,2,9.9,1010.8
2024-07-16,29.0,24.0,34.0,0.4,7,9.4,1010.9
2024-07-17,29.3,25.0,34.0,5.7,70,7.5,1011.3
2024-07-18,28.8,25.0,33.0,15.1,345,7.5,1011.9
2024-07-19,27.1,24.0,33.0,28.4,31,7.9,1012.0
2024-07-20,27.0,24.0,32.0,12.6,57,6.5,1011.8
2024-07-21,27.8,23.0,33.0,3.3,69,10.7,1010.7
2024-07-22,27.8,23.0,33.0,8.2,46,10.2,1009.9
2024-07-23,28.0,24.0,33.0,0.0,98,7.5,1012.0
2024-07-24,28.8,25.0,33.0,0.5,83,6.9,1013.6
2024-07-25,27.8,23.0,33.0,3.0,26,9.2,1013.0
2024-07-26,28.0,24.0,33.0,21.9,11,11.4,1010.8
2024-07-27,27.4,24.0,32.0,24.6,97,7.5,1010.3
2024-07-28,26.7,23.0,32.0,8.1,67,9.1,1011.2
2024-07-29,28.0,23.0,33.0,0.0,45,7.3,1010.8
2024-07-30,28.8,25.0,34.0,2.5,91,7.2,1010.3
2024-07-31,28.6,24.0,34.0,25.9,67,9.2,1010.9
2024-08-01,27.6,24.0,32.0,0.2,99,6.2,1012.2
2024-08-02,27.8,23.0,32.0,21.6,17,9.3,1012.5
2024-08-03,27.3,23.0,32.0,5.5,295,8.8,1011.7
2024-08-04,26.9,23.0,31.0,17.7,12,9.3,1011.9
2024-08-05,28.3,24.0,32.0,8.8,97,6.1,1012.7
2024-08-06,29.1,26.0,33.0,1.4,26,7.3,1012.0
2024-08-07,27.6,25.0,33.0,11.1,353,9.3,1010.0
2024-08-08,27.0,24.0,31.0,20.8,56,5.9,1009.8
2024-08-09,27.0,25.0,31.0,10.2,93,6.2,1012.0
2024-08-10,28.0,25.0,32.0,1.6,46,8.0,1012.7
2024-08-11,28.4,23.0,34.0,14.7,77,8.1,1011.2
2024-08-12,27.4,22.0,33.0,33.7,83,8.1,1011.4
2024-08-13,27.0,23.0,32.0,6.5,81,6.3,1011.6
2024-08-14,28.0,24.0,32.0,0.7,140,7.3,1011.0
2024-08-15,28.8,24.0,33.0,9.6,86,6.4,1010.7
2024-08-16,28.1,25.0,32.0,1.6,355,7.2,1011.1
2024-08-17,28.2,24.0,33.0,5.7,61,6.8,1010.8
2024-08-18,27.9,23.0,32.0,12.1,22,11.4,1010.6
2024-08-19,28.3,24.0,32.0,3.8,90,7.6,1011.3
2024-08-20,29.2,24.0,34.0,0.3,34,7.7,1011.2
2024-08-21,29.0,24.0,33.0,11.7,66,8.0,1011.5
2024-08-22,28.8,25.0,34.0,0.2,46,8.4,1011.1
2024-08-23,27.6,23.0,32.0,2.6,256,9.1,1012.3
2024-08-24,28.0,23.0,33.0,2.6,296,8.6,1011.8
2024-08-25,27.2,23.0,33.0,6.5,18,7.7,1012.8
2024-08-26,26.9,23.0,31.0,13.7,126,8.2,1013.1
2024-08-27,27.0,23.0,32.0,0.0,65,7.9,1012.6
2024-08-28,27.9,23.0,33.0,0.0,61,6.3,1012.6
2024-08-29,29.3,26.0,34.0,0.0,76,7.2,1012.8
2024-08-30,27.9,24.0,33.0,0.0,24,7.8,1012.7
2024-08-31,27.6,22.0,33.0,0.0,148,7.7,1012.8
2024-09-01,26.9,23.0,31.0,0.0,81,5.7,1011.8
2024-09-02,27.8,25.0,31.0,0.0,126,6.4,1010.9
2024-09-03,28.3,25.0,32.0,0.0,115,6.5,1009.8
2024-09-04,27.1,23.0,31.0,0.2,68,6.5,1010.0
2024-09-05,27.9,24.0,32.0,13.6,147,8.3,1009.0
2024-09-06,27.1,24.0,31.0,19.1,62,5.3,1008.4
2024-09-07,27.3,24.0,31.0,8.4,86,6.9,1007.7
2024-09-08,27.0,25.0,30.0,11.6,48,7.0,1008.8
2024-09-09,27.9,24.0,32.0,2.2,103,6.3,1010.6
2024-09-10,27.3,23.0,32.0,2.6,44,7.0,1009.9
2024-09-11,28.4,24.0,33.0,1.2,71,6.4,1009.0
2024-09-12,29.2,25.0,33.0,7.9,50,7.5,1009.4
2024-09-13,28.1,25.0,33.0,3.5,36,6.8,1010.2
2024-09-14,28.8,25.0,33.0,2.8,4,7.8,1009.6
2024-09-15,28.0,25.0,32.0,3.6,345,6.9,1009.7
2024-09-16,28.7,25.0,33.0,1.9,30,7.5,1009.3
2024-09-17,27.9,23.0,33.0,26.1,50,9.7,1008.8
2024-09-18,27.8,23.0,33.0,13.9,116,8.1,1008.4
2024-09-19,27.8,25.0,32.0,8.3,19,5.7,1008.3
2024-09-20,27.0,24.0,30.0,25.6,277,8.0,1008.1
2024-09-21,25.8,23.0,30.0,16.7,25,7.0,1008.7
2024-09-22,26.0,23.0,30.0,10.2,109,8.2,1008.3
2024-09-23,27.5,25.0,31.0,14.5,290,10.2,1007.8
2024-09-24,27.2,24.0,31.0,14.5,276,12.9,1008.0
2024-09-25,26.5,25.0,30.0,8.8,257,10.7,1008.7
2024-09-26,27.4,23.0,31.0,2.1,240,9.3,1010.0
2024-09-27,26.2,23.0,29.0,3.8,13,7.2,1011.0
2024-09-28,26.5,25.0,30.0,7.8,24,7.6,1010.5
2024-09-29,26.1,23.0,31.0,10.7,67,6.8,1010.0
2024-09-30,25.9,24.0,30.0,13.4,93,5.5,1010.5
2024-10-01,26.7,24.0,30.0,9.3,273,11.3,1010.0
2024-10-02,26.0,23.0,30.0,24.5,231,8.4,1009.9
2024-10-03,25.8,23.0,29.0,8.7,195,6.1,1010.9
2024-10-04,26.6,22.0,31.0,0.0,180,6.7,1011.6
2024-10-05,27.2,24.0,31.0,0.3,254,7.0,1011.8
2024-10-06,27.5,23.0,33.0,0.0,275,7.1,1011.1
2024-10-07,27.1,24.0,32.0,0.2,170,7.2,1009.8
2024-10-08,27.2,23.0,31.0,2.9,221,7.6,1008.8
2024-10-09,27.1,25.0,32.0,5.8,118,5.3,1010.9
2024-10-10,27.4,24.0,32.0,8.5,97,6.5,1011.7
2024-10-11,27.0,23.0,31.0,7.7,34,8.3,1011.3
2024-10-12,27.7,23.0,34.0,17.2,46,7.8,1011.3
2024-10-13,28.8,26.0,34.0,1.8,64,8.7,1012.4
2024-10-14,28.3,23.0,34.0,0.4,53,7.3,1013.0
2024-10-15,28.1,23.0,32.0,0.8,342,8.7,1012.1
2024-10-16,27.3,23.0,31.0,7.4,103,6.8,1010.3
2024-10-17,27.5,23.0,31.0,5.0,112,7.4,1008.8
2024-10-18,27.7,25.0,31.0,3.5,124,6.5,1009.1
2024-10-19,26.7,25.0,30.0,9.2,63,6.2,1009.5
2024-10-20,27.1,25.0,31.0,3.3,100,5.5,1010.4
2024-10-21,27.1,24.0,32.0,11.6,51,6.5,1010.1
2024-10-22,26.9,24.0,32.0,14.0,43,7.1,1010.6
2024-10-23,27.8,24.0,33.0,2.6,53,7.7,1010.8
2024-10-24,28.0,23.0,34.0,0.0,32,9.1,1009.6
2024-10-25,28.3,23.0,34.0,0.0,24,10.0,1010.5
2024-10-26,29.7,25.0,33.0,0.0,40,11.9,1010.4
2024-10-27,29.5,25.0,36.0,0.7,19,10.7,1010.0
2024-10-28,29.1,26.0,35.0,2.6,18,11.2,1009.6
2024-10-29,28.3,24.0,34.0,0.0,47,7.7,1009.8
2024-10-30,28.4,24.0,33.0,1.4,1,7.9,1010.4
2024-10-31,27.6,23.0,32.0,13.7,288,8.8,1009.5
2024-11-01,25.7,23.0,29.0,12.1,336,7.2,1009.6
2024-11-02,26.0,23.0,30.0,3.5,270,7.8,1009.6
2024-11-03,26.7,24.0,30.0,5.0,306,6.2,1008.8
2024-11-04,26.8,24.0,30.0,0.5,187,6.7,1008.9
2024-11-05,26.3,24.0,31.0,3.7,37,6.3,1008.4
2024-11-06,27.0,24.0,31.0,3.1,93,5.7,1008.9
2024-11-07,27.6,24.0,33.0,1.5,78,5.8,1009.6
2024-11-08,27.4,24.0,31.0,1.6,126,6.2,1009.5
2024-11-09,27.4,24.0,31.0,3.5,197,8.0,1009.5
2024-11-10,26.5,24.0,30.0,8.4,306,5.6,1010.6
2024-11-11,26.2,24.0,31.0,4.8,288,7.3,1010.3
2024-11-12,26.4,24.0,30.0,8.8,66,5.9,1010.2
2024-11-13,26.3,24.0,29.0,11.1,119,5.6,1010.5
2024-11-14,27.3,24.0,31.0,3.2,273,10.1,1008.2
2024-11-15,25.3,23.0,29.0,11.6,284,5.4,1008.0
2024-11-16,25.0,24.0,29.0,50.4,266,5.3,1007.7
2024-11-17,24.4,23.0,26.0,77.3,68,5.3,1009.0
2024-11-18,24.6,24.0,26.0,36.8,17,9.2,1010.0
2024-11-19,25.3,24.0,28.0,5.9,240,6.4,1011.0
2024-11-20,27.1,24.0,30.0,0.5,272,10.5,1011.6
2024-11-21,27.8,24.0,33.0,8.1,26,8.9,1011.1
2024-11-22,28.2,24.0,33.0,0.0,18,16.3,1011.6
2024-11-23,26.5,22.0,32.0,0.0,28,11.7,1011.9
2024-11-24,24.8,19.0,31.0,0.0,3,8.1,1012.6
2024-11-25,25.9,21.0,31.0,0.0,326,8.9,1012.6
2024-11-26,27.2,21.0,34.0,0.0,347,8.7,1011.5
2024-11-27,27.8,22.0,33.0,0.0,357,10.3,1009.9
2024-11-28,26.6,22.0,32.0,0.0,347,8.7,1010.0
2024-11-29,26.8,21.0,33.0,0.0,19,9.0,1010.4
2024-11-30,28.2,25.0,34.0,0.0,22,15.6,1010.5
2024-12-01,28.9,23.0,34.0,0.0,8,11.7,1011.0
2024-12-02,29.0,25.0,33.0,0.0,24,18.4,1012.3
2024-12-03,28.7,27.0,32.0,0.0,27,22.1,1012.4
2024-12-04,28.5,25.0,33.0,0.0,23,18.2,1011.6
2024-12-05,28.4,25.0,33.0,0.1,22,15.8,1011.6
2024-12-06,28.8,25.0,33.0,0.0,20,19.0,1011.3
2024-12-07,28.4,24.0,33.0,0.8,23,17.2,1011.8
2024-12-08,28.0,25.0,33.0,0.0,26,12.9,1012.0
2024-12-09,28.0,24.0,34.0,0.0,12,12.2,1010.7
2024-12-10,27.2,21.0,34.0,0.0,5,7.0,1010.1
2024-12-11,27.7,23.0,34.0,0.0,20,8.0,1011.9
2024-12-12,28.1,22.0,33.0,0.0,64,9.0,1012.8
2024-12-13,28.6,23.0,34.0,0.0,23,15.5,1012.1
2024-12-14,27.0,22.0,34.0,0.0,12,9.4,1011.5
2024-12-15,26.5,22.0,31.0,0.8,77,8.0,1011.4
2024-12-16,27.5,24.0,33.0,0.0,17,12.8,1010.7
2024-12-17,26.9,23.0,32.0,0.0,357,11.5,1011.7
2024-12-18,27.8,22.0,34.0,0.0,12,11.5,1012.2
2024-12-19,28.8,25.0,35.0,0.5,14,13.1,1011.8
2024-12-20,29.2,23.0,34.0,0.9,15,15.1,1012.2
2024-12-21,28.0,22.0,34.0,0.0,14,12.1,1012.3
2024-12-22,27.5,22.0,33.0,0.0,14,12.5,1013.7
2024-12-23,27.1,23.0,33.0,0.0,16,13.8,1013.3
2024-12-24,27.5,23.0,33.0,0.0,358,11.7,1012.3
2024-12-25,27.3,22.0,34.0,0.0,14,9.2,1010.8
2024-12-26,26.0,22.0,32.0,4.8,30,5.9,1010.5
2024-12-27,27.0,23.0,33.0,3.6,28,6.8,1010.8
2024-12-28,27.0,23.0,32.0,0.8,238,7.1,1011.1
2024-12-29,26.7,23.0,31.0,7.3,56,6.0,1011.5
2024-12-30,25.7,24.0,28.0,1.1,140,3.8,1011.1
2024-12-31,26.2,22.0,32.0,2.6,61,6.9,1010.8
2025-01-01,26.3,23.0,33.0,0.0,57,6.8,1011.8
2025-01-02,26.6,22.0,33.0,2.3,29,7.9,1012.5
2025-01-03,27.7,23.0,34.0,3.7,22,13.7,1013.4
2025-01-04,27.7,23.0,34.0,0.0,14,13.4,1012.6
2025-01-05,27.1,22.0,33.0,1.2,9,10.3,1012.4
2025-01-06,26.8,22.0,32.0,0.0,152,5.6,1011.2
2025-01-07,27.8,22.0,35.0,0.1,29,8.8,1011.7
2025-01-08,28.3,24.0,36.0,0.2,359,11.0,1011.9
2025-01-09,27.7,23.0,34.0,0.0,20,9.9,1011.2
2025-01-10,26.5,21.0,34.0,0.0,59,7.4,1011.1
2025-01-11,26.6,21.0,32.0,0.0,300,6.5,1010.9
2025-01-12,26.3,21.0,32.0,0.0,345,5.9,1011.6
2025-01-13,26.7,22.0,33.0,0.0,84,6.2,1012.9
2025-01-14,26.4,22.0,31.0,0.0,75,7.5,1013.6
2025-01-15,27.2,23.0,33.0,0.0,3,13.0,1014.0
2025-01-16,27.4,21.0,35.0,0.0,19,11.3,1015.0
2025-01-17,27.4,22.0,35.0,0.0,0,13.6,1014.0
2025-01-18,25.8,19.0,32.0,0.0,356,8.7,1013.3
2025-01-19,26.9,22.0,33.0,0.0,346,7.0,1013.0
2025-01-20,26.9,23.0,34.0,0.0,90,7.4,1012.2
2025-01-21,27.5,22.0,33.0,0.0,0,9.9,1012.6
2025-01-22,29.7,23.0,35.0,0.0,28,21.4,1012.0
2025-01-23,28.9,24.0,35.0,0.0,17,19.3,1012.5
2025-01-24,28.8,24.0,35.0,0.7,30,18.5,1012.3
2025-01-25,29.6,25.0,37.0,0.0,21,20.6,1012.5
2025-01-26,28.9,25.0,36.0,0.1,28,16.2,1012.3
2025-01-27,28.5,24.0,35.0,0.0,353,13.4,1011.0
2025-01-28,28.2,24.0,35.0,0.0,31,10.8,1010.2
2025-01-29,27.3,22.0,33.0,0.0,65,9.1,1010.7
2025-01-30,27.1,22.0,33.0,0.0,76,7.5,1011.0
2025-01-31,26.1,20.0,32.0,0.0,52,6.1,1011.3
2025-02-01,27.8,22.0,33.0,0.0,61,7.9,1010.4
2025-02-02,28.7,24.0,36.0,0.0,41,12.6,1009.9
2025-02-03,28.2,24.0,35.0,0.0,61,10.0,1010.5
2025-02-04,28.0,23.0,34.0,0.0,9,9.8,1010.4
2025-02-05,27.8,23.0,34.0,0.0,55,9.2,1010.6
2025-02-06,28.1,23.0,33.0,0.0,57,7.6,1010.9
2025-02-07,29.1,25.0,34.0,0.0,353,10.7,1010.8
2025-02-08,28.5,24.0,33.0,0.0,81,7.9,1011.6
2025-02-09,27.9,23.0,32.0,0.8,23,6.8,1012.6
2025-02-10,27.0,21.0,34.0,0.1,31,7.3,1012.3
2025-02-11,26.9,19.0,34.0,0.0,67,7.8,1010.0
2025-02-12,27.0,23.0,32.0,0.0,46,7.6,1010.1
2025-02-13,27.4,22.0,33.0,0.2,22,7.3,1012.3
2025-02-14,27.8,23.0,33.0,0.0,78,6.4,1013.6
2025-02-15,27.7,23.0,32.0,0.5,78,8.0,1012.0
2025-02-16,27.1,22.0,32.0,1.0,232,9.1,1011.6
2025-02-17,27.7,24.0,32.0,1.6,51,7.0,1011.5
2025-02-18,27.4,23.0,33.0,1.5,86,6.6,1011.4
2025-02-19,27.8,22.0,32.0,0.0,348,9.0,1011.7
2025-02-20,28.7,25.0,33.0,1.1,100,9.3,1011.4
2025-02-21,28.7,24.0,34.0,2.1,47,11.5,1012.2
2025-02-22,28.4,23.0,33.0,1.2,51,8.7,1013.1
2025-02-23,28.5,23.0,34.0,0.0,347,9.5,1012.2
2025-02-24,28.0,23.0,33.0,1.7,352,10.6,1011.2
2025-02-25,29.1,25.0,33.0,1.8,349,10.1,1010.5
2025-02-26,26.9,24.0,31.0,2.4,87,7.2,1011.7
2025-02-27,28.1,24.0,33.0,0.4,322,8.3,1011.5
2025-02-28,29.2,24.0,34.0,2.0,319,8.8,1010.8
2025-03-01,28.5,22.0,34.0,2.8,3,9.8,1010.8
2025-03-02,29.2,26.0,34.0,0.6,112,10.7,1011.4
2025-03-03,29.5,26.0,33.0,0.0,300,9.3,1011.0
2025-03-04,28.2,25.0,32.0,0.0,229,9.8,1010.8
2025-03-05,28.4,24.0,33.0,0.2,285,9.2,1010.8
2025-03-06,27.8,23.0,32.0,0.5,103,7.5,1011.4
2025-03-07,28.3,23.0,34.0,0.0,103,7.3,1012.8
2025-03-08,27.8,22.0,32.0,0.0,303,9.7,1012.3
2025-03-09,27.9,22.0,33.0,0.0,268,9.7,1012.1
2025-03-10,29.3,26.4,33.3,0.0,278,5.6,1012.4
2025-03-11,29.1,26.0,33.1,0.8,45,5.4,1012.3
2025-03-12,28.7,26.4,31.9,0.0,60,5.5,1012.9
2025-03-13,29.1,26.5,32.9,0.0,9,5.7,1013.0
2025-03-14,29.3,26.6,34.1,0.0,340,5.3,1012.4
2025-03-15,29.2,26.1,33.5,0.0,342,5.0,1012.7
2025-03-16,29.2,25.9,33.6,0.0,28,4.9,1014.7
2025-03-17,29.0,25.5,33.1,0.0,54,5.5,1015.6
